,sl_no,State_Name,District_Name,Market_Name,Variety,Group,Arrivals,Min_price,Max_price,Modal_Price,Price_Date
1099,1100,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,18.0,3700,4466,4050,2015-04-30
1107,1108,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,13.0,3850,4050,3950,2015-05-02
1108,1109,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,36.5,3850,4500,4201,2015-05-06
1112,1113,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,19.0,3750,3950,3850,2015-05-08
1119,1120,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,2.3,3750,4050,3950,2015-05-10
1125,1126,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,32.48,3800,4000,3900,2015-05-12
1126,1127,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,3650,3850,3750,2015-05-16
1131,1132,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,20.0,3650,3850,3750,2015-05-18
1140,1141,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,24.38,3800,4000,3900,2015-05-20
1141,1142,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,3375,3850,3650,2015-05-22
1146,1147,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,5.0,3700,3800,3750,2015-05-24
1150,1151,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,2.5,3650,3850,3750,2015-05-28
1154,1155,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,2.3,4150,4225,4200,2015-09-28
1155,1156,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,3.5,4000,4100,4075,2015-09-30
1158,1159,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,4000,4200,4100,2015-10-02
1161,1162,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,4000,4100,4050,2015-10-04
1164,1165,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,6.5,4000,4200,4100,2015-10-06
1167,1168,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,6.0,4000,4200,4150,2015-10-08
1172,1173,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,4000,4200,4100,2015-10-10
1173,1174,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,7.0,4000,4200,4100,2015-10-12
1175,1176,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,30.0,4300,4311,4311,2015-10-16
1179,1180,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,4200,4400,4300,2015-10-18
1187,1188,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,388.1,4101,4185,4151,2015-10-20
1189,1190,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,48.0,4225,4390,4300,2015-10-22
1195,1196,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,26.0,4250,4350,4300,2015-10-24
1206,1207,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,3.0,3950,4400,4260,2015-10-26
1207,1208,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,20.0,4250,4370,4325,2015-10-28
1218,1219,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,368.83,3901,4101,4075,2015-10-30
1220,1221,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,150.0,4060,4301,4150,2015-11-02
1229,1230,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,349.43,3901,4100,4050,2015-11-04
1231,1232,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,255.0,4070,4270,4175,2015-11-06
1241,1242,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,45.0,4070,4270,4150,2015-11-08
1249,1250,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,4.5,3850,3940,3890,2015-11-10
1250,1251,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,120.0,4000,4100,4050,2015-11-14
1260,1261,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.6,3860,3960,3910,2015-11-16
1261,1262,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,194.4,4000,4150,4100,2015-11-18
1273,1274,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,236.08,3900,4100,4025,2015-11-20
1276,1277,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,450.3,4051,4300,4200,2015-11-22
1285,1286,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,318.8,3801,4101,4025,2015-11-24
1293,1294,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,5.0,3850,3915,3890,2015-11-26
1294,1295,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,83.9,4200,4375,4300,2015-11-28
1304,1305,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,313.73,3951,4151,4100,2015-12-02
1307,1308,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,334.5,4200,4375,4325,2015-12-04
1312,1313,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,58.5,4150,4350,4275,2015-12-06
1319,1320,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,444.27,4001,4125,4101,2015-12-08
1322,1323,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,576.2,4100,4421,4300,2015-12-10
1336,1337,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,334.98,4051,4201,4125,2015-12-12
1338,1339,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,345.0,4200,4520,4375,2015-12-14
1352,1353,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,5.0,4060,4350,4165,2015-12-16
1359,1360,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,2.0,4100,4355,4215,2015-12-18
1360,1361,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,454.6,4400,4700,4575,2015-12-20
1368,1369,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,22.5,4400,4700,4600,2015-12-22
1371,1372,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,478.0,4250,4775,4650,2015-12-24
1382,1383,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,5.0,4075,4435,4280,2015-12-26
1389,1390,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,6.0,4160,4500,4385,2015-12-28
1390,1391,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,922.9,4671,4800,4701,2015-12-30
1400,1401,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,249.83,4251,4600,4375,2016-01-01
1403,1404,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,75.0,4600,4800,4750,2016-01-03
1407,1408,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,697.7,4550,4781,4675,2016-01-05
1414,1415,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,250.39,4251,4600,4401,2016-01-07
1416,1417,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,782.0,4200,4740,4650,2016-01-09
1423,1424,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,80.3,4400,4722,4550,2016-01-11
1434,1435,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,11.5,4200,4550,4475,2016-01-13
1435,1436,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,55.0,4400,4600,4500,2016-01-15
1440,1441,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,16.0,4270,4620,4470,2016-01-17
1447,1448,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.0,4250,4650,4545,2016-01-19
1450,1451,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,448.2,4400,4800,4600,2016-01-21
1456,1457,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,36.0,4400,4650,4550,2016-01-23
1465,1466,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,12.0,3900,4700,4600,2016-01-25
1468,1469,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,157.0,4400,4750,4600,2016-01-27
1480,1481,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,12.2,4250,4650,4550,2016-01-29
1482,1483,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,50.0,4300,4700,4600,2016-01-31
1484,1485,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,435.0,4300,4750,4600,2016-02-01
1488,1489,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,480.0,4425,4725,4600,2016-02-03
1498,1499,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,149.88,3901,4300,4251,2016-02-05
1499,1500,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,55.0,4200,4700,4500,2016-02-07
1503,1504,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,325.0,3800,4650,4450,2016-02-09
1513,1514,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,149.62,3800,4100,4050,2016-02-11
1514,1515,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,255.2,3700,4651,4400,2016-02-13
1520,1521,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.5,4350,4600,4450,2016-02-15
1528,1529,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,242.98,3800,4000,3900,2016-02-17
1529,1530,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,209.2,4200,4848,4600,2016-02-19
1534,1535,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,25.0,4200,4700,4600,2016-02-21
1540,1541,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,155.9,4200,4600,4400,2016-02-23
1544,1545,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,283.9,4100,4697,4560,2016-02-25
1552,1553,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,5.0,4200,4600,4500,2016-02-27
1558,1559,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,3.0,4350,4600,4400,2016-02-29
1560,1561,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,327.1,4200,4850,4600,2016-03-01
1567,1568,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,171.2,4200,4650,4450,2016-03-03
1571,1572,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,2.5,3850,4400,4300,2016-03-05
1574,1575,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,161.1,4100,4650,4450,2016-03-07
1578,1579,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,298.1,3800,4815,4625,2016-03-09
1584,1585,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,337.5,4100,4800,4600,2016-03-11
1590,1591,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,27.5,4100,4625,4500,2016-03-13
1592,1593,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,478.6,3600,4730,4575,2016-03-15
1599,1600,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,4.8,4100,4600,4500,2016-03-17
1600,1601,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,279.0,3800,4650,4475,2016-03-19
1606,1607,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85.0,3850,4575,4400,2016-03-21
1610,1611,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,20.0,3800,4600,4400,2016-03-23
1618,1619,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,5.0,3900,4500,4300,2016-03-25
1623,1624,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,4000,4500,4300,2016-03-27
1624,1625,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,18.0,4000,4400,4200,2016-03-29
1629,1630,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,14.5,3400,4300,4100,2016-03-31
1638,1639,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,24.6,3200,3500,3300,2016-04-01
1639,1640,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,24.6,3600,4600,4350,2016-04-03
1643,1644,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,73.1,3500,5050,4450,2016-04-05
1652,1653,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,58.29,3500,3700,3600,2016-04-07
1657,1658,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,110.38,3500,3800,3700,2016-04-09
1658,1659,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,3.0,3500,4700,4250,2016-04-11
1660,1661,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,65.0,3500,5150,4500,2016-04-15
1668,1669,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,3.0,3500,4500,4300,2016-04-17
1669,1670,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,26.7,3800,5120,4600,2016-04-19
1674,1675,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,13.7,3800,5253,4700,2016-04-21
1681,1682,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,2.0,3400,4300,4100,2016-04-23
1687,1688,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,15.69,3600,3900,3800,2016-04-25
1688,1689,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,17.5,3400,5150,4400,2016-04-27
1693,1694,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,4.5,3450,5201,4500,2016-04-29
1701,1702,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1.5,3400,4350,4000,2016-05-01
1702,1703,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,3.1,3400,5000,4000,2016-05-03
1707,1708,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,6.5,3400,4850,4000,2016-05-05
1715,1716,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,23.03,3600,3700,3650,2016-05-07
1716,1717,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,8.5,3400,4950,4150,2016-05-09
1721,1722,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,17.0,3400,4200,4000,2016-05-11
1724,1725,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,5.0,3490,4600,4200,2016-05-13
1730,1731,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,3.0,3400,4300,3900,2016-05-15
1731,1732,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,2.0,3500,4500,4000,2016-05-17
1735,1736,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,2.5,4000,4500,4200,2016-05-19
1741,1742,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,3500,4350,3850,2016-05-21
1745,1746,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,3.5,4000,4300,4150,2016-05-23
1747,1748,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,3950,4350,4150,2016-05-25
1750,1751,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,13.0,4000,4400,4200,2016-05-27
1753,1754,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,3.5,4000,4400,4200,2016-05-29
1756,1757,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,4.5,4000,4450,4250,2016-05-31
1760,1761,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.7,3500,3700,3600,2016-06-01
1761,1762,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,81.61,4800,5021,4950,2016-10-05
1762,1763,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,5.33,4900,5100,5021,2016-10-11
1763,1764,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,7.25,4900,5121,5051,2016-10-13
1764,1765,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,36.0,4600,4625,4611,2016-10-15
1767,1768,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,60.0,4600,4625,4611,2016-10-17
1770,1771,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,85.0,4450,4525,4500,2016-10-19
1773,1774,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,87.0,4250,4500,4400,2016-10-21
1776,1777,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,36.0,4400,4551,4500,2016-10-23
1778,1779,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,84.5,4251,4501,4400,2016-10-25
1781,1782,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,85.0,4351,4501,4425,2016-10-27
1788,1789,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,171.22,4351,4551,4451,2016-10-29
1791,1792,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,55.0,4300,4450,4400,2016-11-01
1792,1793,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,85.0,4300,4500,4400,2016-11-03
1799,1800,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,74.0,4575,4700,4650,2016-11-05
1805,1806,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.9,4500,4555,4550,2016-11-07
1811,1812,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.2,4250,4500,4400,2016-11-09
1812,1813,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,16.0,4750,4900,4850,2016-11-11
1817,1818,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,4800,4950,4875,2016-11-13
1826,1827,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.2,4500,4680,4560,2016-11-15
1827,1828,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,37.5,4700,4900,4800,2016-11-17
1837,1838,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,329.88,4951,5111,5051,2016-11-19
1839,1840,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,7.0,4780,4900,4875,2016-11-21
1844,1845,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,55.0,4750,5000,4850,2016-11-23
1852,1853,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,3.5,4750,5050,4850,2016-11-25
1853,1854,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,5.0,4750,4850,4800,2016-11-27
1862,1863,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,235.0,4125,4865,4450,2016-11-29
1869,1870,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,330.72,4801,5011,4951,2016-12-01
1871,1872,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,65.0,4650,4900,4800,2016-12-03
1882,1883,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,449.97,4851,5001,4975,2016-12-05
1890,1891,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,460.0,4400,5200,4975,2016-12-07
1891,1892,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,211.7,4750,4975,4900,2016-12-09
1899,1900,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,74.5,4775,4900,4850,2016-12-11
1909,1910,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.7,4750,4810,4800,2016-12-13
1916,1917,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.8,4550,4650,4600,2016-12-15
1922,1923,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,11.2,4375,4950,4760,2016-12-17
1930,1931,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,481.94,4851,5001,4951,2016-12-19
1932,1933,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,405.0,4900,5051,4950,2016-12-21
1946,1947,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.6,4600,4700,4650,2016-12-23
1947,1948,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,29.0,4850,4950,4900,2016-12-25
1950,1951,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,150.0,4750,4950,4875,2016-12-27
1958,1959,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,20.4,4725,5125,5050,2016-12-29
1960,1961,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,102.2,4850,5025,4950,2016-12-31
1975,1976,Gujarat,Vadodara(Baroda),Savli,Cotton (Unginned),Fibre Crops,253.3,5001,5075,5025,2017-01-02
1981,1982,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,305.9,4951,5125,5100,2017-01-04
1990,1991,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,52.9,4975,5351,5200,2017-01-06
1996,1997,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,25.0,5100,5300,5200,2017-01-08
2004,2005,Gujarat,Vadodara(Baroda),Savli,G-6,Fibre Crops,164.0,5150,5300,5200,2017-01-10
2013,2014,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,145.0,5150,5350,5300,2017-01-12
2019,2020,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,5250,5400,5350,2017-01-14
2025,2026,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,333.59,5001,5300,5175,2017-01-16
