sl_no,State_Name,District_Name,Market_Name,Variety,Group,Arrivals,Min_price,Max_price,Modal_price,Date
3289,Gujarat,Vadodara(Baroda),Vagodiya,Other,Fibre Crops,1.6,5150,5280,5200,19-Jan-19
3290,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,363.92,5300,5479,5350,21-Jan-19
3291,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,155.81,5300,5480,5350,21-Jan-19
3292,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,129.15,5300,5470,5350,21-Jan-19
3293,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,93.52,5300,5480,5350,21-Jan-19
3294,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,153.5,5301,5451,5375,21-Jan-19
3295,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,21.4,5010,5280,5160,21-Jan-19
3296,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,8.8,5000,5275,5125,21-Jan-19
3297,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,3,5100,5225,5180,21-Jan-19
3298,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,424,5400,5475,5450,23-Jan-19
3299,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,198.6,5400,5500,5450,23-Jan-19
3300,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,241.3,5375,5475,5425,23-Jan-19
3301,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,161.2,5375,5475,5425,23-Jan-19
3302,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9.58,5310,5460,5385,23-Jan-19
3303,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,217.6,5301,5425,5401,23-Jan-19
3304,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,20.5,5010,5325,5175,23-Jan-19
3305,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,8.7,5000,5290,5175,23-Jan-19
3306,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,315,5400,5508,5450,25-Jan-19
3307,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,174.4,5400,5500,5450,25-Jan-19
3308,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,353,5400,5500,5450,25-Jan-19
3309,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,75,5400,5525,5450,25-Jan-19
3310,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9.13,5260,5440,5385,25-Jan-19
3311,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,20.8,5025,5310,5175,25-Jan-19
3312,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,9,5010,5285,5160,25-Jan-19
3313,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,3.1,5150,5250,5200,25-Jan-19
3314,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,16,5400,5500,5450,27-Jan-19
3315,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,23.5,5400,5500,5450,27-Jan-19
3316,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,105,5400,5485,5430,27-Jan-19
3317,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,36,5400,5500,5450,27-Jan-19
3318,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,454.8,5350,5523,5475,29-Jan-19
3319,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,257,5350,5500,5450,29-Jan-19
3320,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,242.8,5375,5510,5450,29-Jan-19
3321,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,89,5375,5500,5450,29-Jan-19
3322,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,4.5,5325,5450,5400,29-Jan-19
3323,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,431.5,5301,5401,5375,29-Jan-19
3324,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,24.4,5100,5350,5225,29-Jan-19
3325,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.9,5000,5200,5150,29-Jan-19
3326,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,468.6,5400,5518,5475,01-Feb-19
3327,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,178.2,5400,5510,5450,01-Feb-19
3328,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,345,5385,5500,5450,01-Feb-19
3329,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,93.5,5425,5515,5475,01-Feb-19
3330,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9.97,5375,5475,5405,01-Feb-19
3331,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,305.3,5301,5401,5375,01-Feb-19
3332,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,13.5,5150,5400,5275,01-Feb-19
3333,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,7.5,5150,5400,5275,01-Feb-19
3334,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,45,5411,5536,5465,03-Feb-19
3335,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,31.4,5400,5500,5450,03-Feb-19
3336,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,65,5400,5500,5450,03-Feb-19
3337,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,26.5,5400,5510,5460,03-Feb-19
3338,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,393.1,5350,5425,5400,05-Feb-19
3339,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,131.9,5350,5450,5425,05-Feb-19
3340,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,316.2,5375,5450,5425,05-Feb-19
3341,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,90,5375,5450,5425,05-Feb-19
3342,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.69,5350,5411,5385,05-Feb-19
3343,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,146.3,5251,5401,5351,05-Feb-19
3344,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,13.5,5050,5400,5300,05-Feb-19
3345,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,10.5,5050,5400,5300,05-Feb-19
3346,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,332.3,5350,5481,5450,07-Feb-19
3347,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,204.2,5350,5450,5425,07-Feb-19
3348,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,265,5350,5470,5425,07-Feb-19
3349,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,119.8,5350,5460,5425,07-Feb-19
3350,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,11.42,5325,5415,5370,07-Feb-19
3351,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,156.4,5201,5351,5301,07-Feb-19
3352,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,11.5,4900,5400,5290,07-Feb-19
3353,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,8.5,4900,5400,5290,07-Feb-19
3354,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,325.1,5350,5450,5400,09-Feb-19
3355,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,197.7,5375,5440,5400,09-Feb-19
3356,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,199.6,5350,5450,5400,09-Feb-19
3357,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,90.1,5350,5440,5400,09-Feb-19
3358,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,3.9,5265,5400,5345,09-Feb-19
3359,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,169.5,5201,5351,5301,09-Feb-19
3360,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,275.7,5353,5508,5450,11-Feb-19
3361,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,214.9,5400,5475,5450,11-Feb-19
3362,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,198.3,5400,5500,5450,11-Feb-19
3363,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,71.1,5400,5500,5450,11-Feb-19
3364,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.43,5220,5355,5300,11-Feb-19
3365,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,156,5151,5301,5251,11-Feb-19
3366,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,334,5350,5467,5425,13-Feb-19
3367,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,186,5375,5475,5450,13-Feb-19
3368,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,233.7,5350,5460,5435,13-Feb-19
3369,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,56.7,5350,5470,5425,13-Feb-19
3370,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,6.92,5325,5450,5370,13-Feb-19
3371,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,121.8,5201,5301,5275,13-Feb-19
3372,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.1,5000,5250,5200,13-Feb-19
3373,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,201.25,5350,5476,5400,15-Feb-19
3374,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,112.59,5350,5470,5400,15-Feb-19
3375,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,153.05,5350,5471,5400,15-Feb-19
3376,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,88.13,5350,5475,5400,15-Feb-19
3377,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,4.13,5270,5375,5300,15-Feb-19
3378,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,137,5151,5301,5251,15-Feb-19
3379,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,6.5,5050,5400,5275,15-Feb-19
3380,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,4.5,5050,5400,5275,15-Feb-19
3381,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,21,5353,5480,5400,17-Feb-19
3382,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,20,5350,5475,5400,17-Feb-19
3383,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,228.45,5353,5489,5400,17-Feb-19
3384,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,41.47,5353,5490,5400,17-Feb-19
3385,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,361.5,5334,5480,5425,19-Feb-19
3386,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,206,5350,5460,5425,19-Feb-19
3387,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,162.7,5350,5450,5425,19-Feb-19
3388,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,50.5,5350,5480,5425,19-Feb-19
3389,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,149,5101,5251,5201,19-Feb-19
3390,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,275.13,5301,5488,5400,21-Feb-19
3391,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,124.72,5301,5485,5400,21-Feb-19
3392,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,126.37,5301,5483,5400,21-Feb-19
3393,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,62.52,5301,5487,5400,21-Feb-19
3394,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,4.13,5275,5400,5340,21-Feb-19
3395,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,120.8,5101,5201,5151,21-Feb-19
3396,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,9.5,4950,5400,5250,21-Feb-19
3397,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,5.5,4950,5400,5250,21-Feb-19
3398,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,332.9,5300,5500,5450,23-Feb-19
3399,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,122.3,5375,5500,5450,23-Feb-19
3400,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,134.6,5375,5511,5450,23-Feb-19
3401,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,41.3,5375,5500,5450,23-Feb-19
3402,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,125.5,5101,5201,5151,23-Feb-19
3403,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,255.78,5300,5524,5400,25-Feb-19
3404,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,161.7,5350,5511,5450,25-Feb-19
3405,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,118.2,5350,5500,5425,25-Feb-19
3406,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,41.9,5300,5500,5400,25-Feb-19
3407,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,108,5101,5201,5151,25-Feb-19
3408,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,8.5,4950,5400,5250,25-Feb-19
3409,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,5,4950,5400,5250,25-Feb-19
3410,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,303.45,5300,5517,5400,27-Feb-19
3411,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,165.2,5300,5515,5400,27-Feb-19
3412,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,122.41,5300,5515,5400,27-Feb-19
3413,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,26.21,5300,5516,5400,27-Feb-19
3414,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,141,5101,5201,5151,27-Feb-19
3415,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,9.5,4920,5400,5280,27-Feb-19
3416,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,3.5,4960,5400,5275,27-Feb-19
3417,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,164.46,5354,5515,5400,01-Mar-19
3418,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,101.63,5354,5515,5400,01-Mar-19
3419,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,109.33,5354,5513,5400,01-Mar-19
3420,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,16.91,5354,5514,5400,01-Mar-19
3421,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,85.5,5101,5201,5151,01-Mar-19
3422,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,13,4960,5400,5250,01-Mar-19
3423,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,1.5,4950,5375,5230,01-Mar-19
3424,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,11,5301,5525,5400,03-Mar-19
3425,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,10.5,5301,5520,5400,03-Mar-19
3426,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,10.6,5301,5519,5400,03-Mar-19
3427,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10.5,5301,5524,5400,03-Mar-19
3428,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,34.12,5301,5519,5400,05-Mar-19
3429,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,24.03,5300,5515,5400,05-Mar-19
3430,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,13.93,5300,5514,5400,05-Mar-19
3431,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,18.93,5300,5518,5400,05-Mar-19
3432,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,100.7,5051,5201,5151,05-Mar-19
3433,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,4,4865,5320,5200,05-Mar-19
3434,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.7,5000,5200,5050,05-Mar-19
3435,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,178.78,5400,5632,5500,07-Mar-19
3436,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,53.49,5400,5630,5500,07-Mar-19
3437,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,92.98,5400,5629,5500,07-Mar-19
3438,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,20.34,5400,5631,5500,07-Mar-19
3439,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,136.5,5001,5400,5151,07-Mar-19
3440,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,3.2,4850,5350,5210,07-Mar-19
3441,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,247.52,5351,5520,5400,09-Mar-19
3442,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,123.47,5351,5518,5400,09-Mar-19
3443,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,117.45,5351,5517,5400,09-Mar-19
3444,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,11.38,5351,5519,5400,09-Mar-19
3445,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,112.6,5001,5151,5101,09-Mar-19
3446,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,179.2,5274,5518,5500,11-Mar-19
3447,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,62.27,5274,5515,5400,11-Mar-19
3448,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,118.3,5274,5518,5500,11-Mar-19
3449,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,8.7,5274,5517,5500,11-Mar-19
3450,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,52.5,5001,5201,5151,11-Mar-19
3451,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,8.5,5050,5400,5250,11-Mar-19
3452,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,5.5,4950,5400,5250,11-Mar-19
3453,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.4,4850,5100,5000,11-Mar-19
3454,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,148.33,5300,5625,5500,13-Mar-19
3455,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,70.47,5300,5622,5500,13-Mar-19
3456,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,121.64,5300,5621,5500,13-Mar-19
3457,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,8,5300,5624,5500,13-Mar-19
3458,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,52.5,5001,5201,5151,13-Mar-19
3459,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,8.2,4980,5400,5280,13-Mar-19
3460,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,6.5,4980,5400,5270,13-Mar-19
3461,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,138.19,5400,5700,5600,15-Mar-19
3462,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,113.92,5400,5700,5600,15-Mar-19
3463,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,128.08,5400,5690,5600,15-Mar-19
3464,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,11,5400,5700,5500,15-Mar-19
3465,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,64.5,5001,5201,5151,15-Mar-19
3466,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,1.2,4825,5235,5150,15-Mar-19
3467,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,55,5556,5816,5700,17-Mar-19
3468,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,17.5,5525,5801,5700,17-Mar-19
3469,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,47.5,5550,5800,5701,17-Mar-19
3470,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,25.1,5500,5751,5650,17-Mar-19
3471,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,142.62,5555,6161,5600,19-Mar-19
3472,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,94.2,5555,6159,5600,19-Mar-19
3473,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,116.56,5555,6158,5600,19-Mar-19
3474,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,21,5555,6160,5600,19-Mar-19
3475,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,45.5,5151,5351,5251,19-Mar-19
3476,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,96.55,5757,5888,5800,21-Mar-19
3477,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,33.29,5757,5884,5800,21-Mar-19
