sl_no,State_Name,District_Name,Market_Name,Variety,Group,Arrivals,Min_price,Max_price,Modal_price,Date
3099,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,269.7,5400,5500,5450,01-Dec-18
3100,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,59.6,5375,5475,5425,01-Dec-18
3101,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,4.55,5320,5380,5350,01-Dec-18
3102,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,296.9,5201,5301,5275,01-Dec-18
3103,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,32.9,5130,5475,5325,01-Dec-18
3104,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,10.4,5090,5475,5310,01-Dec-18
3105,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,243,5325,5491,5450,03-Dec-18
3106,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,159.1,5350,5485,5435,03-Dec-18
3107,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,330.8,5375,5470,5425,03-Dec-18
3108,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,81.5,5350,5500,5450,03-Dec-18
3109,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,3.16,5380,5425,5400,03-Dec-18
3110,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,249.6,5201,5301,5275,03-Dec-18
3111,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,37.4,5125,5675,5455,03-Dec-18
3112,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,9.7,5125,5610,5400,03-Dec-18
3113,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,351,5370,5475,5425,05-Dec-18
3114,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,144.2,5350,5425,5400,05-Dec-18
3115,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,245,5325,5425,5375,05-Dec-18
3116,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,69.2,5365,5475,5425,05-Dec-18
3117,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,2.29,5380,5411,5400,05-Dec-18
3118,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,285.9,5201,5325,5301,05-Dec-18
3119,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,0.2,5125,5510,5375,05-Dec-18
3120,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,5.8,5110,5490,5360,05-Dec-18
3121,Gujarat,Vadodara(Baroda),Savli,Cotton (Unginned),Fibre Crops,27.52,5950,6000,5975,05-Dec-18
3122,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,346.1,5301,5425,5375,07-Dec-18
3123,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,123.7,5375,5460,5425,07-Dec-18
3124,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,340.9,5370,5450,5425,07-Dec-18
3125,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,114.6,5350,5450,5425,07-Dec-18
3126,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.79,5340,5450,5400,07-Dec-18
3127,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,309.6,5201,5351,5301,07-Dec-18
3128,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,346.1,5301,5425,5375,07-Dec-18
3129,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,123.7,5375,5460,5425,07-Dec-18
3130,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,340.9,5370,5450,5425,07-Dec-18
3131,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,114.6,5350,5450,5425,07-Dec-18
3132,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.79,5340,5450,5400,07-Dec-18
3133,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,309.6,5201,5351,5301,07-Dec-18
3134,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,552.2,5400,5525,5475,11-Dec-18
3135,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,232.2,5400,5500,5450,11-Dec-18
3136,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,325.5,5420,5500,5450,11-Dec-18
3137,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,141.1,5400,5525,5480,11-Dec-18
3138,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,6.06,5370,5475,5450,11-Dec-18
3139,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,415.7,5251,5351,5325,11-Dec-18
3140,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,8.2,5225,5540,5385,11-Dec-18
3141,Gujarat,Vadodara(Baroda),Savli,G-6,Fibre Crops,58.72,5950,6000,5975,11-Dec-18
3142,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,428.3,5400,5520,5500,13-Dec-18
3143,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,196.4,5400,5501,5450,13-Dec-18
3144,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,376.9,5400,5500,5460,13-Dec-18
3145,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,220.4,5400,5500,5450,13-Dec-18
3146,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.66,5351,5450,5415,13-Dec-18
3147,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,249,5325,5425,5375,13-Dec-18
3148,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,24.1,5175,5400,5290,13-Dec-18
3149,Gujarat,Vadodara(Baroda),Savli,G-6,Fibre Crops,46.79,5950,6000,5975,13-Dec-18
3150,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,506.4,5400,5520,5475,15-Dec-18
3151,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,233.3,5370,5500,5460,15-Dec-18
3152,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,84.3,5400,5500,5470,15-Dec-18
3153,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,255.1,5375,5500,5450,15-Dec-18
3154,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,10.3,5360,5455,5420,15-Dec-18
3155,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,267,5201,5325,5301,15-Dec-18
3156,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,9.2,5140,5390,5280,15-Dec-18
3157,Gujarat,Vadodara(Baroda),Savli,G-6,Fibre Crops,25.69,5350,5400,5375,15-Dec-18
3158,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,345,5400,5521,5475,17-Dec-18
3159,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,212,5400,5500,5450,17-Dec-18
3160,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,172,5375,5490,5450,17-Dec-18
3161,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,126,5401,5500,5450,17-Dec-18
3162,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,10.06,5350,5480,5455,17-Dec-18
3163,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,311.1,5251,5325,5301,17-Dec-18
3164,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,669.2,5401,5490,5450,19-Dec-18
3165,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,237.7,5400,5500,5450,19-Dec-18
3166,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,281.9,5400,5500,5460,19-Dec-18
3167,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,195.2,5400,5500,5450,19-Dec-18
3168,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.52,5325,5425,5410,19-Dec-18
3169,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,232.1,5225,5351,5301,19-Dec-18
3170,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,21.9,5185,5400,5300,19-Dec-18
3171,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,11.4,5150,5385,5290,19-Dec-18
3172,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,254,5400,5500,5450,21-Dec-18
3173,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,222.8,5375,5475,5425,21-Dec-18
3174,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,168,5375,5450,5425,21-Dec-18
3175,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,205,5350,5450,5400,21-Dec-18
3176,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,11.44,5300,5425,5400,21-Dec-18
3177,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,209.6,5225,5325,5301,21-Dec-18
3178,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,21.9,5110,5400,5275,21-Dec-18
3179,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,11,5100,5385,5250,21-Dec-18
3180,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,54.5,5300,5375,5350,23-Dec-18
3181,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,17.5,5325,5375,5350,23-Dec-18
3182,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,25,5350,5400,5375,23-Dec-18
3183,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,67.5,5300,5400,5350,23-Dec-18
3184,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,522.6,5325,5400,5375,25-Dec-18
3185,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,577.3,5320,5400,5370,25-Dec-18
3186,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,167,5300,5400,5350,25-Dec-18
3187,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,171.2,5350,5425,5400,25-Dec-18
3188,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,335.6,5201,5301,5251,25-Dec-18
3189,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,0.1,5140,5390,5260,25-Dec-18
3190,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,5.2,5130,5375,5250,25-Dec-18
3191,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,317.6,5325,5425,5400,27-Dec-18
3192,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,125,5325,5400,5375,27-Dec-18
3193,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,117.5,5350,5400,5375,27-Dec-18
3194,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,94.7,5325,5425,5375,27-Dec-18
3195,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.33,5350,5424,5400,27-Dec-18
3196,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,210.8,5201,5301,5251,27-Dec-18
3197,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,0.2,5160,5400,5350,27-Dec-18
3198,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,5.6,5150,5390,5275,27-Dec-18
3199,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,418.4,5301,5447,5400,29-Dec-18
3200,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,197.9,5325,5425,5375,29-Dec-18
3201,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,106.8,5325,5425,5375,29-Dec-18
3202,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,117.8,5350,5450,5400,29-Dec-18
3203,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,223.5,5201,5301,5251,29-Dec-18
3204,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,15.4,5125,5375,5260,29-Dec-18
3205,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,3.6,5110,5340,5250,29-Dec-18
3206,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,418.4,5431,5555,5500,31-Dec-18
3207,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,197.3,5400,5500,5445,31-Dec-18
3208,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,106.8,5400,5550,5450,31-Dec-18
3209,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,105,5400,5560,5475,31-Dec-18
3210,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.64,5325,5440,5405,31-Dec-18
3211,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,249.4,5201,5301,5251,31-Dec-18
3212,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,6.8,5110,5340,5225,31-Dec-18
3213,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,8.7,5200,5300,5250,31-Dec-18
3214,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,504,5400,5550,5475,01-Jan-19
3215,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,195,5400,5500,5450,01-Jan-19
3216,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,127,5400,5550,5450,01-Jan-19
3217,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,110,5450,5545,5500,01-Jan-19
3218,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.45,5370,5475,5425,01-Jan-19
3219,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,271.2,5151,5351,5325,01-Jan-19
3220,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,20.7,5130,5365,5250,01-Jan-19
3221,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,6.9,5120,5375,5250,01-Jan-19
3222,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,6.7,5200,5350,5250,01-Jan-19
3223,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,677.7,5401,5502,5450,03-Jan-19
3224,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,216.5,5400,5500,5450,03-Jan-19
3225,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,314,5400,5500,5450,03-Jan-19
3226,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,182.3,5401,5525,5450,03-Jan-19
3227,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.85,5225,5450,5420,03-Jan-19
3228,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,204.1,5301,5401,5375,03-Jan-19
3229,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,16.7,5140,5375,5250,03-Jan-19
3230,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,4.8,5125,5360,5240,03-Jan-19
3231,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,6.6,5200,5300,5250,03-Jan-19
3232,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,871.22,5400,5565,5500,05-Jan-19
3233,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,249.69,5400,5560,5450,05-Jan-19
3234,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,324.44,5400,5500,5450,05-Jan-19
3235,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,433.03,5400,5456,5450,05-Jan-19
3236,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.62,5390,5510,5465,05-Jan-19
3237,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,193.9,5351,5451,5425,05-Jan-19
3238,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,13.6,5140,0,5250,05-Jan-19
3239,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,7.7,5125,5380,5240,05-Jan-19
3240,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.9,5000,5350,5250,05-Jan-19
3241,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,630.9,5400,5490,5450,07-Jan-19
3242,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,200.2,5400,5525,5450,07-Jan-19
3243,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,338.5,5400,5525,5450,07-Jan-19
3244,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,341.4,5400,5501,5450,07-Jan-19
3245,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,10.96,5380,5500,5450,07-Jan-19
3246,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,264.5,5351,5451,5425,07-Jan-19
3247,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,5.2,5130,5350,5240,07-Jan-19
3248,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2,5100,5380,5250,07-Jan-19
3249,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,609.5,5300,5450,5400,09-Jan-19
3250,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,244.9,5350,5450,5400,09-Jan-19
3251,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,378.1,5325,5450,5400,09-Jan-19
3252,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,412.4,5350,5450,5400,09-Jan-19
3253,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.8,5300,5440,5405,09-Jan-19
3254,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,183.5,5351,5451,5425,09-Jan-19
3255,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,18.4,5140,5375,5250,09-Jan-19
3256,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,6.1,5120,5350,5230,09-Jan-19
3257,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,3.4,5180,5300,5270,09-Jan-19
3258,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,511.84,5300,5427,5350,11-Jan-19
3259,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,319.58,5300,5425,5350,11-Jan-19
3260,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,143.69,5300,5425,5350,11-Jan-19
3261,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,70.8,5300,5427,5350,11-Jan-19
3262,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.03,5311,5421,5385,11-Jan-19
3263,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,255.5,5351,5451,5401,11-Jan-19
3264,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,15.2,5025,5335,5200,11-Jan-19
3265,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.9,5250,5320,5300,11-Jan-19
3266,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,24.42,5300,5452,5400,15-Jan-19
3267,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,24.52,5300,5450,5400,15-Jan-19
3268,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,31.05,5300,5410,5400,15-Jan-19
3269,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,29.82,5300,5455,5400,15-Jan-19
3270,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,192.1,5351,5451,5401,15-Jan-19
3271,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.7,5200,5300,5250,15-Jan-19
3272,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,199.68,5300,5401,5350,17-Jan-19
3273,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,30.23,5300,5400,5350,17-Jan-19
3274,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,64.09,5300,5390,5350,17-Jan-19
3275,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,67.84,5300,5401,5350,17-Jan-19
3276,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.82,5250,5415,5365,17-Jan-19
3277,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,136.5,5301,5401,5351,17-Jan-19
3278,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,21,5025,5310,5185,17-Jan-19
3279,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,10.5,5010,5290,5175,17-Jan-19
3280,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.1,5000,5280,5250,17-Jan-19
3281,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,315.76,5300,5440,5400,19-Jan-19
3282,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,159.59,5300,5435,5400,19-Jan-19
3283,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,126.66,5300,5434,5400,19-Jan-19
3284,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,105.39,5300,5438,5400,19-Jan-19
3285,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,6.87,5250,5425,5370,19-Jan-19
3286,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,168.1,5301,5401,5351,19-Jan-19
3287,Gujarat,Vadodara(Baroda),Nasvadi,H-6,Fibre Crops,22.6,4990,5275,5160,19-Jan-19
3288,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),H-6,Fibre Crops,8.7,5020,5275,5150,19-Jan-19
